国家,省,市,区,行政区划代码,经度,纬度
中国,北京市,市辖区,东城区,110101,116.407526,39.904030
中国,北京市,市辖区,西城区,110102,116.407526,39.904030
中国,北京市,市辖区,朝阳区,110105,116.407526,39.904030
中国,北京市,市辖区,丰台区,110106,116.407526,39.904030
中国,北京市,市辖区,石景山区,110107,116.407526,39.904030
中国,北京市,市辖区,海淀区,110108,116.407526,39.904030
中国,北京市,市辖区,门头沟区,110109,116.407526,39.904030
中国,北京市,市辖区,房山区,110111,116.407526,39.904030
中国,北京市,市辖区,通州区,110112,116.407526,39.904030
中国,北京市,市辖区,顺义区,110113,116.407526,39.904030
中国,北京市,市辖区,昌平区,110114,116.407526,39.904030
中国,北京市,市辖区,大兴区,110115,116.407526,39.904030
中国,北京市,市辖区,怀柔区,110116,116.407526,39.904030
中国,北京市,市辖区,平谷区,110117,116.407526,39.904030
中国,北京市,市辖区,密云区,110118,116.407526,39.904030
中国,北京市,市辖区,延庆区,110119,116.407526,39.904030
中国,天津市,市辖区,和平区,120101,117.190186,39.125596
中国,天津市,市辖区,河东区,120102,117.190186,39.125596
中国,天津市,市辖区,河西区,120103,117.190186,39.125596
中国,天津市,市辖区,南开区,120104,117.190186,39.125596
中国,天津市,市辖区,河北区,120105,117.190186,39.125596
中国,天津市,市辖区,红桥区,120106,117.190186,39.125596
中国,天津市,市辖区,东丽区,120110,117.190186,39.125596
中国,天津市,市辖区,西青区,120111,117.190186,39.125596
中国,天津市,市辖区,津南区,120112,117.190186,39.125596
中国,天津市,市辖区,北辰区,120113,117.190186,39.125596
中国,天津市,市辖区,武清区,120114,117.190186,39.125596
中国,天津市,市辖区,宝坻区,120115,117.190186,39.125596
中国,天津市,市辖区,滨海新区,120116,117.190186,39.125596
中国,天津市,市辖区,宁河区,120117,117.190186,39.125596
中国,天津市,市辖区,静海区,120118,117.190186,39.125596
中国,天津市,市辖区,蓟州区,120119,117.190186,39.125596
中国,河北省,石家庄市,长安区,130102,114.514860,38.042207
中国,河北省,石家庄市,桥西区,130104,114.514860,38.042207
中国,河北省,石家庄市,新华区,130105,114.514860,38.042207
中国,河北省,石家庄市,井陉矿区,130107,114.514860,38.042207
中国,河北省,石家庄市,裕华区,130108,114.514860,38.042207
中国,河北省,石家庄市,藁城区,130109,114.514860,38.042207
中国,河北省,石家庄市,鹿泉区,130110,114.514860,38.042207
中国,河北省,石家庄市,栾城区,130111,114.514860,38.042207
中国,河北省,石家庄市,井陉县,130121,114.514860,38.042207
中国,河北省,石家庄市,正定县,130123,114.514860,38.042207
中国,河北省,石家庄市,行唐县,130125,114.514860,38.042207
中国,河北省,石家庄市,灵寿县,130126,114.514860,38.042207
中国,河北省,石家庄市,高邑县,130127,114.514860,38.042207
中国,河北省,石家庄市,深泽县,130128,114.514860,38.042207
中国,河北省,石家庄市,赞皇县,130129,114.514860,38.042207
中国,河北省,石家庄市,无极县,130130,114.514860,38.042207
中国,河北省,石家庄市,平山县,130131,114.514860,38.042207
中国,河北省,石家庄市,元氏县,130132,114.514860,38.042207
中国,河北省,石家庄市,赵县,130133,114.514860,38.042207
中国,河北省,石家庄市,石家庄高新技术产业开发区,130171,114.514860,38.042207
中国,河北省,石家庄市,石家庄循环化工园区,130172,114.514860,38.042207
中国,河北省,石家庄市,辛集市,130181,114.514860,38.042207
中国,河北省,石家庄市,晋州市,130183,114.514860,38.042207
中国,河北省,石家庄市,新乐市,130184,114.514860,38.042207
中国,河北省,唐山市,路南区,130202,118.180198,39.630874
中国,河北省,唐山市,路北区,130203,118.180198,39.630874
中国,河北省,唐山市,古冶区,130204,118.180198,39.630874
中国,河北省,唐山市,开平区,130205,118.180198,39.630874
中国,河北省,唐山市,丰南区,130207,118.180198,39.630874
中国,河北省,唐山市,丰润区,130208,118.180198,39.630874
中国,河北省,唐山市,曹妃甸区,130209,118.180198,39.630874
中国,河北省,唐山市,滦南县,130224,118.180198,39.630874
中国,河北省,唐山市,乐亭县,130225,118.180198,39.630874
中国,河北省,唐山市,迁西县,130227,118.180198,39.630874
中国,河北省,唐山市,玉田县,130229,118.180198,39.630874
中国,河北省,唐山市,河北唐山芦台经济开发区,130271,118.180198,39.630874
中国,河北省,唐山市,唐山市汉沽管理区,130272,118.180198,39.630874
中国,河北省,唐山市,唐山高新技术产业开发区,130273,118.180198,39.630874
中国,河北省,唐山市,河北唐山海港经济开发区,130274,118.180198,39.630874
中国,河北省,唐山市,遵化市,130281,118.180198,39.630874
中国,河北省,唐山市,迁安市,130283,118.180198,39.630874
中国,河北省,唐山市,滦州市,130284,118.180198,39.630874
中国,河北省,秦皇岛市,海港区,130302,119.600494,39.935383
中国,河北省,秦皇岛市,山海关区,130303,119.600494,39.935383
中国,河北省,秦皇岛市,北戴河区,130304,119.600494,39.935383
中国,河北省,秦皇岛市,抚宁区,130306,119.600494,39.935383
中国,河北省,秦皇岛市,青龙满族自治县,130321,119.600494,39.935383
中国,河北省,秦皇岛市,昌黎县,130322,119.600494,39.935383
中国,河北省,秦皇岛市,卢龙县,130324,119.600494,39.935383
中国,河北省,秦皇岛市,秦皇岛市经济技术开发区,130371,119.600494,39.935383
中国,河北省,秦皇岛市,北戴河新区,130372,119.600494,39.935383
中国,河北省,邯郸市,邯山区,130402,114.539185,36.625866
中国,河北省,邯郸市,丛台区,130403,114.539185,36.625866
中国,河北省,邯郸市,复兴区,130404,114.539185,36.625866
中国,河北省,邯郸市,峰峰矿区,130406,114.539185,36.625866
中国,河北省,邯郸市,肥乡区,130407,114.539185,36.625866
中国,河北省,邯郸市,永年区,130408,114.539185,36.625866
中国,河北省,邯郸市,临漳县,130423,114.539185,36.625866
中国,河北省,邯郸市,成安县,130424,114.539185,36.625866
中国,河北省,邯郸市,大名县,130425,114.539185,36.625866
中国,河北省,邯郸市,涉县,130426,114.539185,36.625866
中国,河北省,邯郸市,磁县,130427,114.539185,36.625866
中国,河北省,邯郸市,邱县,130430,114.539185,36.625866
中国,河北省,邯郸市,鸡泽县,130431,114.539185,36.625866
中国,河北省,邯郸市,广平县,130432,114.539185,36.625866
中国,河北省,邯郸市,馆陶县,130433,114.539185,36.625866
中国,河北省,邯郸市,魏县,130434,114.539185,36.625866
中国,河北省,邯郸市,曲周县,130435,114.539185,36.625866
中国,河北省,邯郸市,邯郸经济技术开发区,130471,114.539185,36.625866
中国,河北省,邯郸市,邯郸冀南新区,130473,114.539185,36.625866
中国,河北省,邯郸市,武安市,130481,114.539185,36.625866
中国,河北省,邢台市,襄都区,130502,114.504820,37.070550
中国,河北省,邢台市,信都区,130503,114.504820,37.070550
中国,河北省,邢台市,任泽区,130505,114.504820,37.070550
中国,河北省,邢台市,南和区,130506,114.504820,37.070550
中国,河北省,邢台市,临城县,130522,114.504820,37.070550
中国,河北省,邢台市,内丘县,130523,114.504820,37.070550
中国,河北省,邢台市,柏乡县,130524,114.504820,37.070550
中国,河北省,邢台市,隆尧县,130525,114.504820,37.070550
中国,河北省,邢台市,宁晋县,130528,114.504820,37.070550
中国,河北省,邢台市,巨鹿县,130529,114.504820,37.070550
中国,河北省,邢台市,新河县,130530,114.504820,37.070550
中国,河北省,邢台市,广宗县,130531,114.504820,37.070550
中国,河北省,邢台市,平乡县,130532,114.504820,37.070550
中国,河北省,邢台市,威县,130533,114.504820,37.070550
中国,河北省,邢台市,清河县,130534,114.504820,37.070550
中国,河北省,邢台市,临西县,130535,114.504820,37.070550
中国,河北省,邢台市,河北邢台经济开发区,130571,114.504820,37.070550
中国,河北省,邢台市,南宫市,130581,114.504820,37.070550
中国,河北省,邢台市,沙河市,130582,114.504820,37.070550
中国,河北省,保定市,竞秀区,130602,115.464966,38.873960
中国,河北省,保定市,莲池区,130606,115.464966,38.873960
中国,河北省,保定市,满城区,130607,115.464966,38.873960
中国,河北省,保定市,清苑区,130608,115.464966,38.873960
中国,河北省,保定市,徐水区,130609,115.464966,38.873960
中国,河北省,保定市,涞水县,130623,115.464966,38.873960
中国,河北省,保定市,阜平县,130624,115.464966,38.873960
中国,河北省,保定市,定兴县,130626,115.464966,38.873960
中国,河北省,保定市,唐县,130627,115.464966,38.873960
中国,河北省,保定市,高阳县,130628,115.464966,38.873960
中国,河北省,保定市,容城县,130629,115.464966,38.873960
中国,河北省,保定市,涞源县,130630,115.464966,38.873960
中国,河北省,保定市,望都县,130631,115.464966,38.873960
中国,河北省,保定市,安新县,130632,115.464966,38.873960
中国,河北省,保定市,易县,130633,115.464966,38.873960
中国,河北省,保定市,曲阳县,130634,115.464966,38.873960
中国,河北省,保定市,蠡县,130635,115.464966,38.873960
中国,河北省,保定市,顺平县,130636,115.464966,38.873960
中国,河北省,保定市,博野县,130637,115.464966,38.873960
中国,河北省,保定市,雄县,130638,115.464966,38.873960
中国,河北省,保定市,保定高新技术产业开发区,130671,115.464966,38.873960
中国,河北省,保定市,保定白沟新城,130672,115.464966,38.873960
中国,河北省,保定市,涿州市,130681,115.464966,38.873960
中国,河北省,保定市,定州市,130682,115.464966,38.873960
中国,河北省,保定市,安国市,130683,115.464966,38.873960
中国,河北省,保定市,高碑店市,130684,115.464966,38.873960
中国,河北省,张家口市,桥东区,130702,114.886902,40.768000
中国,河北省,张家口市,桥西区,130703,114.886902,40.768000
中国,河北省,张家口市,宣化区,130705,114.886902,40.768000
中国,河北省,张家口市,下花园区,130706,114.886902,40.768000
中国,河北省,张家口市,万全区,130708,114.886902,40.768000
中国,河北省,张家口市,崇礼区,130709,114.886902,40.768000
中国,河北省,张家口市,张北县,130722,114.886902,40.768000
中国,河北省,张家口市,康保县,130723,114.886902,40.768000
中国,河北省,张家口市,沽源县,130724,114.886902,40.768000
中国,河北省,张家口市,尚义县,130725,114.886902,40.768000
中国,河北省,张家口市,蔚县,130726,114.886902,40.768000
中国,河北省,张家口市,阳原县,130727,114.886902,40.768000
中国,河北省,张家口市,怀安县,130728,114.886902,40.768000
中国,河北省,张家口市,怀来县,130730,114.886902,40.768000
中国,河北省,张家口市,涿鹿县,130731,114.886902,40.768000
中国,河北省,张家口市,赤城县,130732,114.886902,40.768000
中国,河北省,张家口市,张家口经济开发区,130771,114.886902,40.768000
中国,河北省,张家口市,张家口市察北管理区,130772,114.886902,40.768000
中国,河北省,张家口市,张家口市塞北管理区,130773,114.886902,40.768000
中国,河北省,承德市,双桥区,130802,117.962822,40.954460
中国,河北省,承德市,双滦区,130803,117.962822,40.954460
中国,河北省,承德市,鹰手营子矿区,130804,117.962822,40.954460
中国,河北省,承德市,承德县,130821,117.962822,40.954460
中国,河北省,承德市,兴隆县,130822,117.962822,40.954460
中国,河北省,承德市,滦平县,130824,117.962822,40.954460
中国,河北省,承德市,隆化县,130825,117.962822,40.954460
中国,河北省,承德市,丰宁满族自治县,130826,117.962822,40.954460
中国,河北省,承德市,宽城满族自治县,130827,117.962822,40.954460
中国,河北省,承德市,围场满族蒙古族自治县,130828,117.962822,40.954460
中国,河北省,承德市,承德高新技术产业开发区,130871,117.962822,40.954460
中国,河北省,承德市,平泉市,130881,117.962822,40.954460
中国,河北省,沧州市,新华区,130902,116.838707,38.303700
中国,河北省,沧州市,运河区,130903,116.838707,38.303700
中国,河北省,沧州市,沧县,130921,116.838707,38.303700
中国,河北省,沧州市,青县,130922,116.838707,38.303700
中国,河北省,沧州市,东光县,130923,116.838707,38.303700
中国,河北省,沧州市,海兴县,130924,116.838707,38.303700
中国,河北省,沧州市,盐山县,130925,116.838707,38.303700
中国,河北省,沧州市,肃宁县,130926,116.838707,38.303700
中国,河北省,沧州市,南皮县,130927,116.838707,38.303700
中国,河北省,沧州市,吴桥县,130928,116.838707,38.303700
中国,河北省,沧州市,献县,130929,116.838707,38.303700
中国,河北省,沧州市,孟村回族自治县,130930,116.838707,38.303700
中国,河北省,沧州市,河北沧州经济开发区,130971,116.838707,38.303700
中国,河北省,沧州市,沧州高新技术产业开发区,130972,116.838707,38.303700
中国,河北省,沧州市,沧州渤海新区,130973,116.838707,38.303700
中国,河北省,沧州市,泊头市,130981,116.838707,38.303700
中国,河北省,沧州市,任丘市,130982,116.838707,38.303700
中国,河北省,沧州市,黄骅市,130983,116.838707,38.303700
中国,河北省,沧州市,河间市,130984,116.838707,38.303700
中国,河北省,廊坊市,安次区,131002,116.683372,39.537860
中国,河北省,廊坊市,广阳区,131003,116.683372,39.537860
中国,河北省,廊坊市,固安县,131022,116.683372,39.537860
中国,河北省,廊坊市,永清县,131023,116.683372,39.537860
中国,河北省,廊坊市,香河县,131024,116.683372,39.537860
中国,河北省,廊坊市,大城县,131025,116.683372,39.537860
中国,河北省,廊坊市,文安县,131026,116.683372,39.537860
中国,河北省,廊坊市,大厂回族自治县,131028,116.683372,39.537860
中国,河北省,廊坊市,廊坊经济技术开发区,131071,116.683372,39.537860
中国,河北省,廊坊市,霸州市,131081,116.683372,39.537860
中国,河北省,廊坊市,三河市,131082,116.683372,39.537860
中国,河北省,衡水市,桃城区,131102,115.670020,37.739040
中国,河北省,衡水市,冀州区,131103,115.670020,37.739040
中国,河北省,衡水市,枣强县,131121,115.670020,37.739040
中国,河北省,衡水市,武邑县,131122,115.670020,37.739040
中国,河北省,衡水市,武强县,131123,115.670020,37.739040
中国,河北省,衡水市,饶阳县,131124,115.670020,37.739040
中国,河北省,衡水市,安平县,131125,115.670020,37.739040
中国,河北省,衡水市,故城县,131126,115.670020,37.739040
中国,河北省,衡水市,景县,131127,115.670020,37.739040
中国,河北省,衡水市,阜城县,131128,115.670020,37.739040
中国,河北省,衡水市,河北衡水高新技术产业开发区,131171,115.670020,37.739040
中国,河北省,衡水市,衡水滨湖新区,131172,115.670020,37.739040
中国,河北省,衡水市,深州市,131182,115.670020,37.739040
中国,山西省,太原市,小店区,140105,112.548900,37.870600
中国,山西省,太原市,迎泽区,140106,112.548900,37.870600
中国,山西省,太原市,杏花岭区,140107,112.548900,37.870600
中国,山西省,太原市,尖草坪区,140108,112.548900,37.870600
中国,山西省,太原市,万柏林区,140109,112.548900,37.870600
中国,山西省,太原市,晋源区,140110,112.548900,37.870600
中国,山西省,太原市,清徐县,140121,112.548900,37.870600
中国,山西省,太原市,阳曲县,140122,112.548900,37.870600
中国,山西省,太原市,娄烦县,140123,112.548900,37.870600
中国,山西省,太原市,山西转型综合改革示范区,140171,112.548900,37.870600
中国,山西省,太原市,古交市,140181,112.548900,37.870600
中国,山西省,大同市,新荣区,140212,113.300100,40.076900
中国,山西省,大同市,平城区,140213,113.300100,40.076900
中国,山西省,大同市,云冈区,140214,113.300100,40.076900
中国,山西省,大同市,云州区,140215,113.300100,40.076900
中国,山西省,大同市,阳高县,140221,113.300100,40.076900
中国,山西省,大同市,天镇县,140222,113.300100,40.076900
中国,山西省,大同市,广灵县,140223,113.300100,40.076900
中国,山西省,大同市,灵丘县,140224,113.300100,40.076900
中国,山西省,大同市,浑源县,140225,113.300100,40.076900
中国,山西省,大同市,左云县,140226,113.300100,40.076900
中国,山西省,大同市,山西大同经济开发区,140271,113.300100,40.076900
中国,山西省,阳泉市,城区,140302,113.580300,37.856700
中国,山西省,阳泉市,矿区,140303,113.580300,37.856700
中国,山西省,阳泉市,郊区,140311,113.580300,37.856700
中国,山西省,阳泉市,平定县,140321,113.580300,37.856700
中国,山西省,阳泉市,盂县,140322,113.580300,37.856700
中国,山西省,长治市,潞州区,140403,113.116300,36.195300
中国,山西省,长治市,上党区,140404,113.116300,36.195300
中国,山西省,长治市,屯留区,140405,113.116300,36.195300
中国,山西省,长治市,潞城区,140406,113.116300,36.195300
中国,山西省,长治市,襄垣县,140423,113.116300,36.195300
中国,山西省,长治市,平顺县,140425,113.116300,36.195300
中国,山西省,长治市,黎城县,140426,113.116300,36.195300
中国,山西省,长治市,壶关县,140427,113.116300,36.195300
中国,山西省,长治市,长子县,140428,113.116300,36.195300
中国,山西省,长治市,武乡县,140429,113.116300,36.195300
中国,山西省,长治市,沁县,140430,113.116300,36.195300
中国,山西省,长治市,沁源县,140431,113.116300,36.195300
中国,山西省,晋城市,城区,140502,112.851700,35.490600
中国,山西省,晋城市,沁水县,140521,112.851700,35.490600
中国,山西省,晋城市,阳城县,140522,112.851700,35.490600
中国,山西省,晋城市,陵川县,140524,112.851700,35.490600
中国,山西省,晋城市,泽州县,140525,112.851700,35.490600
中国,山西省,晋城市,高平市,140581,112.851700,35.490600
中国,山西省,朔州市,朔城区,140602,112.432900,39.331800
中国,山西省,朔州市,平鲁区,140603,112.432900,39.331800
中国,山西省,朔州市,山阴县,140621,112.432900,39.331800
中国,山西省,朔州市,应县,140622,112.432900,39.331800
中国,山西省,朔州市,右玉县,140623,112.432900,39.331800
中国,山西省,朔州市,山西朔州经济开发区,140671,112.432900,39.331800
中国,山西省,朔州市,怀仁市,140681,112.432900,39.331800
中国,山西省,晋中市,榆次区,140702,112.752700,37.687300
中国,山西省,晋中市,太谷区,140703,112.752700,37.687300
中国,山西省,晋中市,榆社县,140721,112.752700,37.687300
中国,山西省,晋中市,左权县,140722,112.752700,37.687300
中国,山西省,晋中市,和顺县,140723,112.752700,37.687300
中国,山西省,晋中市,昔阳县,140724,112.752700,37.687300
中国,山西省,晋中市,寿阳县,140725,112.752700,37.687300
中国,山西省,晋中市,祁县,140727,112.752700,37.687300
中国,山西省,晋中市,平遥县,140728,112.752700,37.687300
中国,山西省,晋中市,灵石县,140729,112.752700,37.687300
中国,山西省,晋中市,介休市,140781,112.752700,37.687300
中国,山西省,运城市,盐湖区,140802,111.006800,35.026500
中国,山西省,运城市,临猗县,140821,111.006800,35.026500
中国,山西省,运城市,万荣县,140822,111.006800,35.026500
中国,山西省,运城市,闻喜县,140823,111.006800,35.026500
中国,山西省,运城市,稷山县,140824,111.006800,35.026500
中国,山西省,运城市,新绛县,140825,111.006800,35.026500
中国,山西省,运城市,绛县,140826,111.006800,35.026500
中国,山西省,运城市,垣曲县,140827,111.006800,35.026500
中国,山西省,运城市,夏县,140828,111.006800,35.026500
中国,山西省,运城市,平陆县,140829,111.006800,35.026500
中国,山西省,运城市,芮城县,140830,111.006800,35.026500
中国,山西省,运城市,永济市,140881,111.006800,35.026500
中国,山西省,运城市,河津市,140882,111.006800,35.026500
中国,山西省,忻州市,忻府区,140902,112.734200,38.416800
中国,山西省,忻州市,定襄县,140921,112.734200,38.416800
中国,山西省,忻州市,五台县,140922,112.734200,38.416800
中国,山西省,忻州市,代县,140923,112.734200,38.416800
中国,山西省,忻州市,繁峙县,140924,112.734200,38.416800
中国,山西省,忻州市,宁武县,140925,112.734200,38.416800
中国,山西省,忻州市,静乐县,140926,112.734200,38.416800
中国,山西省,忻州市,神池县,140927,112.734200,38.416800
中国,山西省,忻州市,五寨县,140928,112.734200,38.416800
中国,山西省,忻州市,岢岚县,140929,112.734200,38.416800
中国,山西省,忻州市,河曲县,140930,112.734200,38.416800
中国,山西省,忻州市,保德县,140931,112.734200,38.416800
中国,山西省,忻州市,偏关县,140932,112.734200,38.416800
中国,山西省,忻州市,五台山风景名胜区,140971,112.734200,38.416800
中国,山西省,忻州市,原平市,140981,112.734200,38.416800
中国,山西省,临汾市,尧都区,141002,111.519000,36.088000
中国,山西省,临汾市,曲沃县,141021,111.519000,36.088000
中国,山西省,临汾市,翼城县,141022,111.519000,36.088000
中国,山西省,临汾市,襄汾县,141023,111.519000,36.088000
中国,山西省,临汾市,洪洞县,141024,111.519000,36.088000
中国,山西省,临汾市,古县,141025,111.519000,36.088000
中国,山西省,临汾市,安泽县,141026,111.519000,36.088000
中国,山西省,临汾市,浮山县,141027,111.519000,36.088000
中国,山西省,临汾市,吉县,141028,111.519000,36.088000
中国,山西省,临汾市,乡宁县,141029,111.519000,36.088000
中国,山西省,临汾市,大宁县,141030,111.519000,36.088000
中国,山西省,临汾市,隰县,141031,111.519000,36.088000
中国,山西省,临汾市,永和县,141032,111.519000,36.088000
中国,山西省,临汾市,蒲县,141033,111.519000,36.088000
中国,山西省,临汾市,汾西县,141034,111.519000,36.088000
中国,山西省,临汾市,侯马市,141081,111.519000,36.088000
中国,山西省,临汾市,霍州市,141082,111.519000,36.088000
中国,山西省,吕梁市,离石区,141102,111.144700,37.519200
中国,山西省,吕梁市,文水县,141121,111.144700,37.519200
中国,山西省,吕梁市,交城县,141122,111.144700,37.519200
中国,山西省,吕梁市,兴县,141123,111.144700,37.519200
中国,山西省,吕梁市,临县,141124,111.144700,37.519200
中国,山西省,吕梁市,柳林县,141125,111.144700,37.519200
中国,山西省,吕梁市,石楼县,141126,111.144700,37.519200
中国,山西省,吕梁市,岚县,141127,111.144700,37.519200
中国,山西省,吕梁市,方山县,141128,111.144700,37.519200
中国,山西省,吕梁市,中阳县,141129,111.144700,37.519200
中国,山西省,吕梁市,交口县,141130,111.144700,37.519200
中国,山西省,吕梁市,孝义市,141181,111.144700,37.519200
中国,山西省,吕梁市,汾阳市,141182,111.144700,37.519200
中国,内蒙古自治区,呼和浩特市,新城区,150102,111.751700,40.842600
中国,内蒙古自治区,呼和浩特市,回民区,150103,111.751700,40.842600
中国,内蒙古自治区,呼和浩特市,玉泉区,150104,111.751700,40.842600
中国,内蒙古自治区,呼和浩特市,赛罕区,150105,111.751700,40.842600
中国,内蒙古自治区,呼和浩特市,土默特左旗,150121,111.751700,40.842600
中国,内蒙古自治区,呼和浩特市,托克托县,150122,111.751700,40.842600
中国,内蒙古自治区,呼和浩特市,和林格尔县,150123,111.751700,40.842600
中国,内蒙古自治区,呼和浩特市,清水河县,150124,111.751700,40.842600
中国,内蒙古自治区,呼和浩特市,武川县,150125,111.751700,40.842600
中国,内蒙古自治区,呼和浩特市,呼和浩特经济技术开发区,150172,111.751700,40.842600
中国,内蒙古自治区,包头市,东河区,150202,109.840100,40.657500
中国,内蒙古自治区,包头市,昆都仑区,150203,109.840100,40.657500
中国,内蒙古自治区,包头市,青山区,150204,109.840100,40.657500
中国,内蒙古自治区,包头市,石拐区,150205,109.840100,40.657500
中国,内蒙古自治区,包头市,白云鄂博矿区,150206,109.840100,40.657500
中国,内蒙古自治区,包头市,九原区,150207,109.840100,40.657500
中国,内蒙古自治区,包头市,土默特右旗,150221,109.840100,40.657500
中国,内蒙古自治区,包头市,固阳县,150222,109.840100,40.657500
中国,内蒙古自治区,包头市,达尔罕茂明安联合旗,150223,109.840100,40.657500
中国,内蒙古自治区,包头市,包头稀土高新技术产业开发区,150271,109.840100,40.657500
中国,内蒙古自治区,乌海市,海勃湾区,150302,106.794400,39.654300
中国,内蒙古自治区,乌海市,海南区,150303,106.794400,39.654300
中国,内蒙古自治区,乌海市,乌达区,150304,106.794400,39.654300
中国,内蒙古自治区,赤峰市,红山区,150402,118.886900,42.266800
中国,内蒙古自治区,赤峰市,元宝山区,150403,118.886900,42.266800
中国,内蒙古自治区,赤峰市,松山区,150404,118.886900,42.266800
中国,内蒙古自治区,赤峰市,阿鲁科尔沁旗,150421,118.886900,42.266800
中国,内蒙古自治区,赤峰市,巴林左旗,150422,118.886900,42.266800
中国,内蒙古自治区,赤峰市,巴林右旗,150423,118.886900,42.266800
中国,内蒙古自治区,赤峰市,林西县,150424,118.886900,42.266800
中国,内蒙古自治区,赤峰市,克什克腾旗,150425,118.886900,42.266800
中国,内蒙古自治区,赤峰市,翁牛特旗,150426,118.886900,42.266800
中国,内蒙古自治区,赤峰市,喀喇沁旗,150428,118.886900,42.266800
中国,内蒙古自治区,赤峰市,宁城县,150429,118.886900,42.266800
中国,内蒙古自治区,赤峰市,敖汉旗,150430,118.886900,42.266800
中国,内蒙古自治区,通辽市,科尔沁区,150502,122.243600,43.652500
中国,内蒙古自治区,通辽市,科尔沁左翼中旗,150521,122.243600,43.652500
中国,内蒙古自治区,通辽市,科尔沁左翼后旗,150522,122.243600,43.652500
中国,内蒙古自治区,通辽市,开鲁县,150523,122.243600,43.652500
中国,内蒙古自治区,通辽市,库伦旗,150524,122.243600,43.652500
中国,内蒙古自治区,通辽市,奈曼旗,150525,122.243600,43.652500
中国,内蒙古自治区,通辽市,扎鲁特旗,150526,122.243600,43.652500
中国,内蒙古自治区,通辽市,通辽经济技术开发区,150571,122.243600,43.652500
中国,内蒙古自治区,通辽市,霍林郭勒市,150581,122.243600,43.652500
中国,内蒙古自治区,鄂尔多斯市,东胜区,150602,109.781200,39.608300
中国,内蒙古自治区,鄂尔多斯市,康巴什区,150603,109.781200,39.608300
中国,内蒙古自治区,鄂尔多斯市,达拉特旗,150621,109.781200,39.608300
中国,内蒙古自治区,鄂尔多斯市,准格尔旗,150622,109.781200,39.608300
中国,内蒙古自治区,鄂尔多斯市,鄂托克前旗,150623,109.781200,39.608300
中国,内蒙古自治区,鄂尔多斯市,鄂托克旗,150624,109.781200,39.608300
中国,内蒙古自治区,鄂尔多斯市,杭锦旗,150625,109.781200,39.608300
中国,内蒙古自治区,鄂尔多斯市,乌审旗,150626,109.781200,39.608300
中国,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,150627,109.781200,39.608300
中国,内蒙古自治区,呼伦贝尔市,海拉尔区,150702,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,扎赉诺尔区,150703,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,阿荣旗,150721,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗,150722,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,鄂伦春自治旗,150723,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗,150724,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗,150725,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗,150726,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗,150727,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,满洲里市,150781,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,牙克石市,150782,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,扎兰屯市,150783,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,额尔古纳市,150784,119.765300,49.212000
中国,内蒙古自治区,呼伦贝尔市,根河市,150785,119.765300,49.212000
中国,内蒙古自治区,巴彦淖尔市,临河区,150802,107.387800,40.743300
中国,内蒙古自治区,巴彦淖尔市,五原县,150821,107.387800,40.743300
中国,内蒙古自治区,巴彦淖尔市,磴口县,150822,107.387800,40.743300
中国,内蒙古自治区,巴彦淖尔市,乌拉特前旗,150823,107.387800,40.743300
中国,内蒙古自治区,巴彦淖尔市,乌拉特中旗,150824,107.387800,40.743300
中国,内蒙古自治区,巴彦淖尔市,乌拉特后旗,150825,107.387800,40.743300
中国,内蒙古自治区,巴彦淖尔市,杭锦后旗,150826,107.387800,40.743300
中国,内蒙古自治区,乌兰察布市,集宁区,150902,113.132700,41.034200
中国,内蒙古自治区,乌兰察布市,卓资县,150921,113.132700,41.034200
中国,内蒙古自治区,乌兰察布市,化德县,150922,113.132700,41.034200
中国,内蒙古自治区,乌兰察布市,商都县,150923,113.132700,41.034200
中国,内蒙古自治区,乌兰察布市,兴和县,150924,113.132700,41.034200
中国,内蒙古自治区,乌兰察布市,凉城县,150925,113.132700,41.034200
中国,内蒙古自治区,乌兰察布市,察哈尔右翼前旗,150926,113.132700,41.034200
中国,内蒙古自治区,乌兰察布市,察哈尔右翼中旗,150927,113.132700,41.034200
中国,内蒙古自治区,乌兰察布市,察哈尔右翼后旗,150928,113.132700,41.034200
中国,内蒙古自治区,乌兰察布市,四子王旗,150929,113.132700,41.034200
中国,内蒙古自治区,乌兰察布市,丰镇市,150981,113.132700,41.034200
中国,内蒙古自治区,兴安盟,乌兰浩特市,152201,122.037700,46.083800
中国,内蒙古自治区,兴安盟,阿尔山市,152202,122.037700,46.083800
中国,内蒙古自治区,兴安盟,科尔沁右翼前旗,152221,122.037700,46.083800
